filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
genrenew30\ghazal\gz45.mp3.4.wav,0.36414084,0.10625755,0.1198604,0.00446717,2034.132836,164786.9057,2283.667243,46990.75518,4431.864483,566175.2906,0.06936223,0.00075449,-0.000136234,0.009352209,-0.000284758,0.006695651,92.28515625,-137.0374,5471.4653,98.04312,490.75558,-11.682371,136.34663,23.143505,145.8743,-11.383591,136.33186,11.5616,74.49743,-9.99165,109.99385,-7.2968745,381.12384,-4.8365555,67.35317,0.6144428,111.05703,-4.2121124,82.18612,2.3739026,65.53134,-6.0125456,60.127476,-5.17207,75.74374,-4.0029607,53.25073,8.064741,50.134674,-8.94268,73.94268,2.7979581,41.472546,3.2866378,47.309475,0.40576267,31.816181,ghazal
genrenew30\ghazal\gz45.mp3.5.wav,0.4039726,0.08166495,0.07438737,0.001118014,2483.467056,404136.1516,2364.877583,60880.13755,5122.749023,1275738.131,0.124609375,0.00401796,-1.10E-05,0.002310388,-4.59E-05,0.002576671,135.9991776,-122.91704,3174.168,87.467026,618.267,-18.512634,216.2774,23.920507,100.31131,-6.6282215,58.59468,13.111181,114.12917,-4.7844605,54.264423,11.241801,30.100168,-6.076336,26.570564,3.7257423,31.9687,-4.607561,38.29923,-0.5366438,31.830153,-6.105122,30.72669,0.2472942,31.095476,-5.1918125,23.852497,-3.0694132,23.967691,-1.9089923,23.44387,1.9053221,32.14037,5.7871976,36.758667,4.680639,28.44375,ghazal
genrenew30\ghazal\gz45.mp3.6.wav,0.35961813,0.08461379,0.087613545,0.003315246,2408.342171,375498.1299,2304.736565,68254.29167,4960.8359,1233219.502,0.115523588,0.003973105,2.00E-05,0.004987019,-0.000168088,0.003446303,135.9991776,-128.47333,2876.7864,86.153564,526.89465,-20.13462,250.22778,27.41852,124.208725,-9.169157,77.95768,13.192268,134.5247,-6.5148025,48.1907,9.7670555,41.70958,-7.009898,55.426876,3.1870549,40.4241,-5.2640505,49.888603,-2.0881865,55.90188,-4.90133,30.265179,0.18645765,35.08584,-5.472619,38.70112,-1.144966,35.48407,1.7169344,46.48897,3.4254355,53.320015,8.284951,49.65214,7.006181,46.11782,ghazal
genrenew30\ghazal\gz45.mp3.7.wav,0.36190942,0.09623002,0.15145089,0.010454668,2198.420744,597558.3902,2358.71684,89129.68291,4844.142503,1614348.903,0.06878756,0.001709773,-1.91E-05,0.015596037,4.39E-05,0.010598945,135.9991776,-130.8856,5021.554,90.23354,707.031,0.7627159,187.06612,37.981724,170.64005,-3.0327606,91.09996,25.432219,111.051765,-8.344105,96.16917,3.3043432,171.53674,-2.2571042,56.34763,5.4953117,32.989895,-2.2009182,54.493767,5.426476,46.40139,0.2575442,43.59227,0.12770805,61.02823,1.7277285,36.065678,3.5974522,59.011513,-2.0800352,45.452103,-3.5784411,42.00216,7.5384502,56.4391,1.5826449,26.875431,ghazal
genrenew30\ghazal\gz45.mp3.8.wav,0.33236516,0.09240748,0.071624584,0.000960668,2543.475793,881776.4284,2387.886471,56802.02481,5296.919509,1360152.763,0.123452524,0.008898387,9.22E-06,0.003359744,0.000165765,0.001416139,135.9991776,-158.23651,3507.9932,84.02001,1098.2981,-1.2193551,199.47159,34.843987,152.04504,-10.341789,86.48218,21.392248,94.325195,-16.040009,66.84421,4.5322547,89.79269,-10.302052,44.043835,1.4442334,44.68523,-10.064666,67.29073,-0.90305734,39.475754,-5.6685224,40.04959,-1.2262805,58.94966,-4.130919,31.737286,-0.40047377,55.224865,-3.778004,65.27588,-2.3784726,29.451193,4.8985167,52.071724,0.7086654,28.604515,ghazal
genrenew30\ghazal\gz45.mp3.9.wav,0.31546998,0.08972162,0.08332575,0.001424042,2607.4923,437161.464,2480.612365,31667.11332,5474.734075,672386.4704,0.127681791,0.004169835,5.54E-05,0.004156663,0.000121478,0.001897529,135.9991776,-134.64874,2753.741,78.42572,493.0904,0.86671025,245.9988,36.573128,136.92787,-7.6357937,90.88442,20.028496,77.79314,-13.587819,52.64278,1.2979684,125.18652,-7.48482,57.215736,1.8809911,47.77876,-8.265232,80.062874,3.1098778,58.408756,-3.0153923,84.256096,-3.9155054,115.98978,-4.363388,75.59561,0.043238655,57.26719,-8.054778,89.420296,-1.9793234,36.859863,0.5924494,97.72394,-1.4950347,49.702026,ghazal
genrenew30\ghazal\gz46.mp3.0.wav,0.32123542,0.09604213,0.13944578,0.00665066,2083.950301,401140.824,2258.535335,78534.29717,4489.010291,1478145.274,0.080344802,0.002023386,9.72E-07,0.01814021,-0.000119119,0.003918835,143.5546875,-110.91349,4056.5232,99.75394,448.33304,-4.8267565,137.35388,34.880394,117.14963,-5.584278,108.40158,14.553643,83.472786,-10.97796,54.750076,2.3031833,38.75552,-11.628837,48.95257,0.054002028,54.266724,-5.995103,63.792366,-1.1515434,52.465107,-7.0125275,50.466557,-2.655438,43.637703,-6.7084107,28.832628,-2.093425,80.56143,-4.8541164,45.153015,-3.7758207,68.370445,5.819814,69.26067,-0.9495393,34.930595,ghazal
genrenew30\ghazal\gz46.mp3.1.wav,0.30891034,0.08941657,0.11161704,0.002008365,2137.673,513025.0419,2245.342576,130200.762,4576.219764,1746306.172,0.084863281,0.001896372,2.08E-05,0.008164165,0.000112716,0.002871132,143.5546875,-122.51107,4203.632,102.62138,647.36664,-5.935108,304.43143,33.097324,134.96954,-11.514855,107.282585,14.168348,90.99897,-13.9119005,60.366287,0.7016645,45.873463,-13.764087,40.264935,-0.31811506,28.14545,-8.162512,77.87714,-3.134647,59.526367,-5.30137,37.216225,-3.1358283,71.89999,-7.448869,42.165405,-5.4110456,32.00017,-7.2241716,25.459503,-2.84876,24.119888,4.358588,38.60131,-0.34867847,27.48824,ghazal
genrenew30\ghazal\gz46.mp3.2.wav,0.3202703,0.08713801,0.097145244,0.001130309,2335.157492,479574.2138,2341.300514,66129.68717,5004.978966,1225422.475,0.10563777,0.004306169,-3.35E-05,0.005094091,-0.000175194,0.002710106,143.5546875,-124.413284,2855.839,90.20257,599.18744,-5.9858403,210.7957,38.626556,160.47707,-7.9042096,97.43846,18.870012,81.066635,-14.234024,68.429565,6.1185517,71.63644,-9.650336,52.509327,-0.7016637,58.86932,-13.516363,60.120865,-3.6922874,40.092316,-5.402677,39.62266,-1.4280795,49.980854,-3.0753431,34.658905,-2.524147,47.243404,-5.433975,41.710377,-0.7359281,45.673824,7.795661,51.722984,1.1837088,27.600887,ghazal
genrenew30\ghazal\gz46.mp3.3.wav,0.2709185,0.09041604,0.0987735,0.000996182,2198.746136,475287.4961,2277.990893,75788.38026,4715.937124,1218218.03,0.089622145,0.002820441,-1.53E-05,0.005817143,9.78E-05,0.00244122,135.9991776,-130.0644,3009.6462,97.69405,595.10156,-7.1661067,227.6703,36.094543,128.89029,-10.102602,69.62317,14.909515,98.47402,-14.539149,57.12762,3.1935608,64.416145,-12.02013,29.08696,0.511042,26.512232,-13.195853,57.10608,-4.065401,39.89075,-4.973686,52.54858,0.040846486,59.775284,-2.2852266,30.407259,-1.5366375,33.268818,-6.393351,28.708557,-3.6436932,35.62832,4.603342,43.929146,0.9210858,51.320637,ghazal
genrenew30\ghazal\gz46.mp3.4.wav,0.28694925,0.08329505,0.09919286,0.000858475,2206.115568,420624.9189,2279.702652,60241.46594,4783.021334,1157513.691,0.09456881,0.001972782,2.34E-05,0.005997229,5.41E-05,0.002260538,143.5546875,-119.81143,2971.1094,99.41538,538.0531,-6.4023523,161.36722,29.853628,59.408833,-16.832607,60.01338,12.245335,90.048996,-18.13708,51.005157,3.909314,31.197056,-12.259088,33.932236,3.2625816,38.266563,-4.77282,45.36991,0.6591172,65.56813,-3.976848,40.12786,3.0538626,47.88458,-2.213984,48.5749,3.177914,43.329098,-0.8450422,62.224495,-5.4114685,43.571606,0.6415492,62.367752,-3.2982194,41.44437,ghazal
genrenew30\ghazal\gz46.mp3.5.wav,0.35193488,0.08575443,0.11986869,0.004473881,2112.218177,179301.393,2256.610138,41195.39254,4658.211576,657362.3227,0.083484826,0.001046934,-8.91E-05,0.00868766,-0.000305091,0.004641946,135.9991776,-104.875046,2802.9573,103.13968,251.97359,-12.392439,146.27325,27.637793,65.99521,-11.884548,109.54737,10.422012,61.191162,-13.4970045,47.221813,4.385275,49.091007,-10.043556,48.02754,1.6753402,55.39702,-3.2172513,77.2181,-2.8257356,38.824436,-1.7019627,45.944305,3.1134627,38.094036,-1.6219293,31.799223,3.6811945,59.08051,-1.5465711,53.642033,-1.3956612,47.824535,4.6649256,57.311935,-0.7904968,42.688835,ghazal
genrenew30\ghazal\gz46.mp3.6.wav,0.35348588,0.091629505,0.116862044,0.004150698,2270.380314,413742.8108,2316.718777,55458.14369,4882.488169,978967.33,0.094298377,0.004240876,3.94E-05,0.008764031,-0.000213094,0.004766371,143.5546875,-112.82141,3157.5234,96.97892,374.29013,-10.003149,163.80823,28.469584,139.17697,-12.252216,62.70476,15.502374,106.32316,-9.272178,70.79821,6.003189,51.813793,-6.5267134,31.157331,-0.33536002,36.385952,1.7278373,58.09454,1.5612918,48.794678,-2.2722118,28.084604,2.6946008,34.342136,1.3006543,34.182354,5.8809614,31.731693,1.7775893,46.061523,-1.2135267,48.63872,8.848472,89.59509,-4.939875,90.221375,ghazal
genrenew30\ghazal\gz46.mp3.7.wav,0.33277464,0.087442346,0.0799572,0.001300628,2284.863799,414732.0462,2268.650291,77978.51989,4771.426532,1197839.62,0.108601262,0.003162148,-1.43E-05,0.003625109,-2.15E-05,0.002156663,135.9991776,-142.6417,2300.9202,97.17692,563.8135,-17.077679,249.33267,27.554298,119.66208,-5.755649,68.70452,12.449191,93.46099,-12.240379,77.315445,2.5695102,44.843933,-9.617937,23.820496,-3.6814446,30.418736,-5.0751557,49.63355,-5.244725,31.492981,-1.7376931,52.09559,2.9142761,45.23366,-5.6008854,95.859634,1.9103929,72.23095,3.058773,73.779755,-5.150338,75.699875,9.32817,120.08876,-6.5755906,122.44263,ghazal
genrenew30\ghazal\gz46.mp3.8.wav,0.28296888,0.08690519,0.08690528,0.000852544,2416.307181,537131.3973,2263.182024,89037.30184,4906.009052,1554726.533,0.123080679,0.004373771,-6.51E-06,0.00414563,-0.000108035,0.002400296,69.83741554,-131.67224,2175.4678,89.80934,599.6983,-21.672915,222.06761,24.856153,121.70536,-8.965799,88.284706,9.846778,152.59706,-8.4196205,94.4027,6.0650826,44.4683,-9.973888,28.675676,-3.661231,27.827675,-6.6558294,47.39001,-3.2942243,34.47261,-2.0717115,64.49324,6.674166,87.65903,-1.4869121,133.31181,5.4171114,69.776535,3.9577763,82.52354,-1.1652261,67.59394,8.53707,123.0928,-2.446469,113.755615,ghazal
genrenew30\ghazal\gz46.mp3.9.wav,0.2854096,0.0911247,0.084437445,0.001220326,2350.262655,485528.4357,2242.935873,77295.86374,4754.61407,1404127.406,0.109919621,0.003062856,-9.35E-06,0.0041061,-3.77E-06,0.002527304,143.5546875,-139.54868,3105.8242,92.79184,660.0257,-20.036634,216.40637,23.314709,107.12267,-9.431428,100.602165,8.187187,122.34503,-11.287245,67.371605,7.226306,50.659534,-9.983825,37.9979,-1.8961606,40.790073,-2.828324,56.143414,0.5470614,62.58524,5.81275,72.473526,14.813874,59.147816,0.8725404,72.523994,3.1384046,54.11334,-3.7137175,77.32819,-5.705829,57.70879,4.1025686,80.461,-4.3331757,91.68496,ghazal
genrenew30\ghazal\gz47.mp3.0.wav,0.29219672,0.08686411,0.10320271,0.001122718,2381.302507,254405.3678,2378.135669,49333.70031,5118.690843,539896.6972,0.099785907,0.001178118,-2.30E-05,0.00686438,-0.000180869,0.002230736,143.5546875,-118.69519,2262.3472,86.641556,518.1285,-5.736503,214.52527,28.100624,115.98037,-14.168288,143.55669,18.510866,95.99963,-15.288051,50.578278,-3.4958386,85.216934,-8.268872,30.599943,-6.4381557,61.450993,-4.1954503,75.82471,-2.6389053,78.310905,-3.1557603,52.226734,0.71298814,63.14261,-10.764474,37.234795,5.577352,57.604813,-9.00625,42.672447,2.28112,36.615356,0.93994665,44.208424,-6.2978973,43.86625,ghazal
genrenew30\ghazal\gz47.mp3.1.wav,0.3189075,0.090076976,0.08057256,0.001146274,2432.110587,429880.1965,2409.502724,75797.01302,5221.884578,1276032.56,0.107575871,0.002679271,-3.64E-06,0.004428317,3.22E-06,0.001586193,143.5546875,-142.95471,3061.8896,91.074234,491.7152,-4.219243,280.05164,24.88794,136.19727,-14.96302,137.3436,17.493025,124.87754,-15.600735,116.926384,2.138952,109.88486,-15.126472,42.2978,-0.9355448,68.07459,-8.260618,67.89933,-5.3707,57.318924,-5.755743,26.27045,-2.731835,42.41249,-4.990287,85.94036,-0.4376558,29.310617,-5.3009787,57.68205,-3.2008438,39.158783,6.963608,44.1915,-3.5951033,65.228645,ghazal
genrenew30\ghazal\gz47.mp3.2.wav,0.37666142,0.09015598,0.057463434,0.000954386,2512.066479,643606.6585,2450.824288,78966.75993,5392.825083,1578451.278,0.128440505,0.00903953,-9.26E-06,0.001515446,8.24E-05,0.001561876,143.5546875,-184.08119,3663.8457,88.75661,639.171,-2.0418775,258.36713,32.87211,160.7074,-4.859987,121.16473,21.909725,158.28221,-16.827831,164.92415,10.251903,69.29294,-15.325368,45.210464,5.537393,45.027218,-6.0299883,110.22476,-0.8140138,47.86948,0.34058845,46.132866,1.0630658,52.251915,-3.482977,57.561996,-4.217639,54.219315,-2.2994869,77.52817,-5.1267586,55.82814,8.236859,70.728966,1.2127637,50.63416,ghazal
genrenew30\ghazal\gz47.mp3.3.wav,0.33285207,0.09270916,0.08065311,0.001209292,2324.845371,400372.0989,2403.030511,55756.6353,5173.766151,1025190.616,0.098572716,0.003155668,1.63E-05,0.004089126,-3.66E-05,0.00194037,143.5546875,-151.86418,3583.9102,91.848694,451.4316,-1.4996402,190.6402,37.052715,136.44798,-5.5089808,64.40668,18.77542,100.16615,-20.261303,123.798355,3.3943698,65.62404,-11.284409,48.8596,4.9614754,43.39777,-8.111015,74.09407,-3.56029,31.289982,-5.034633,31.607956,-3.4632325,53.744442,-5.0286098,43.58279,-0.07844359,36.54595,-2.3048449,42.789505,-3.3361948,59.252262,5.7269616,59.64789,-0.42248556,33.420094,ghazal
genrenew30\ghazal\gz47.mp3.4.wav,0.33590612,0.09256308,0.08115689,0.001067357,2395.658266,347055.6652,2400.042435,49095.55877,5208.550556,888866.1569,0.112026743,0.003433704,1.61E-05,0.004225395,5.43E-05,0.001687455,143.5546875,-140.0683,2676.6914,90.119514,380.4778,-4.4856334,193.06511,35.636417,155.74315,-10.125413,66.17452,14.376337,84.41659,-17.611917,100.35504,8.0618515,81.438896,-9.491869,63.58831,1.7491986,49.55244,-14.004862,61.012222,-3.6435184,45.535744,-2.565776,30.471392,-1.3041426,66.66029,0.16209711,37.9977,1.4812399,49.32053,-6.92669,39.994003,-5.2287693,57.15603,5.8066287,52.285107,-0.23615141,68.308304,ghazal
genrenew30\ghazal\gz47.mp3.5.wav,0.28692758,0.084615715,0.094400756,0.00094975,2328.934165,243976.0124,2373.394427,64945.8851,5142.625826,1016490.766,0.101588792,0.001240636,1.90E-05,0.005897892,1.45E-05,0.001942821,135.9991776,-128.54625,3268.0989,93.50562,301.93146,-7.295596,221.06772,28.748236,91.77204,-15.620788,149.25755,14.091945,117.03608,-17.372438,65.55304,4.6698384,88.17395,-13.1101265,37.064377,-0.34683228,61.80582,-10.243925,58.21461,-3.2256026,65.197334,-4.4495583,31.396101,-2.4639137,56.267735,-6.608131,42.38334,0.8098785,112.85689,-3.473658,74.26687,-4.923925,46.707535,5.5790257,60.997715,-3.1724167,58.345486,ghazal
genrenew30\ghazal\gz47.mp3.6.wav,0.32865122,0.086771674,0.15466203,0.003943128,2438.157442,187265.8548,2388.370767,61075.04099,5247.475962,722813.5742,0.111666166,0.000742901,-6.15E-05,0.017756905,-0.000211255,0.00516064,143.5546875,-75.98766,2138.2273,86.156,328.50934,-3.6869178,267.08292,23.30024,89.25368,-26.325277,115.22513,16.481855,111.181885,-12.429943,57.433834,0.83578795,89.294106,-8.835903,42.02136,-0.024897765,44.010643,-5.2424316,88.78416,5.4488373,56.389656,-3.7536867,31.281088,-1.7996444,77.39202,-6.260093,63.04025,12.907544,100.748375,0.18937026,69.08032,2.7990587,63.643593,2.7221112,19.855799,-4.7221646,26.250319,ghazal
genrenew30\ghazal\gz47.mp3.7.wav,0.26757163,0.088739984,0.08118641,0.008962791,2342.024013,803116.7255,2322.186511,247524.2179,5068.833196,2828080.12,0.116642879,0.005582412,-5.45E-05,0.010023938,-0.000288931,0.003727086,99.38401442,-198.85956,8506.754,99.57972,764.5172,-0.33227926,371.57428,20.775078,107.11499,-15.730648,97.821846,14.358404,169.41405,-15.275823,321.28406,2.8375492,151.50198,-20.751108,190.01901,0.61393267,68.54447,-8.023007,55.545044,-3.5195477,68.49221,3.9805923,32.970367,-1.201155,49.74252,-2.6001713,49.879192,-3.0557678,64.52781,1.4845475,67.72223,-1.9492407,36.188763,-0.2775645,47.16733,-4.716259,60.91696,ghazal
genrenew30\ghazal\gz47.mp3.8.wav,0.322702,0.09322716,0.10867025,0.002306016,2024.276156,383117.955,2238.135361,88414.9302,4446.357985,1542938.527,0.076123047,0.001914735,0.000107648,0.009287509,0.000174999,0.002309789,135.9991776,-131.84467,3337.3687,105.351944,487.05,-7.877755,136.82335,29.772892,143.00424,-5.2410736,93.084175,13.467195,105.395805,-13.447227,96.62575,4.159718,40.01383,-10.736045,47.678005,3.0956335,33.7756,-4.3259254,56.412292,1.0711329,94.31371,-1.9414538,84.63615,1.236393,42.915672,-1.5503439,35.559105,-0.08110809,28.357914,-2.582813,42.799255,-1.143922,32.52547,6.015007,59.187683,-3.5842984,72.69336,ghazal
genrenew30\ghazal\gz47.mp3.9.wav,0.28498524,0.090152055,0.09505092,0.000648817,2190.22392,366852.1353,2338.732322,77563.33404,4752.87485,1313422.133,0.085914964,0.001492023,-1.91E-05,0.005945237,-8.13E-05,0.001666545,69.83741554,-128.33485,2914.6562,98.02835,456.88586,-5.950447,173.89273,26.64578,138.1742,-5.8855085,92.89104,11.472533,86.35547,-15.665198,39.231586,1.1850473,70.10461,-14.281079,54.841175,0.20521821,24.828651,-9.6895895,83.86246,-0.7145805,71.8157,-3.2877762,41.04621,-2.9879982,46.13531,-10.190358,35.13531,-1.7286654,39.63775,-8.299732,33.296192,-3.6533086,38.449505,3.6586826,48.326263,-0.98811924,38.7837,ghazal
genrenew30\ghazal\gz48.mp3.0.wav,0.41150668,0.093148746,0.10497735,0.002628672,2499.780928,802858.6978,2387.310305,108656.4369,5065.271935,1872017.976,0.11346905,0.008497038,4.49E-05,0.007015088,0.000346408,0.00353557,123.046875,-142.9689,3645.0037,86.51026,746.39185,-7.8863373,563.33594,34.496822,187.09064,1.8140777,80.87473,15.433205,317.49747,-5.4236226,91.49411,13.497807,68.88279,-1.598085,55.64878,2.5246494,34.228016,2.2388973,91.22603,-1.1164644,46.211147,-1.4997554,36.009937,8.058207,51.727055,-4.988995,48.62391,3.0532656,27.879581,1.320221,70.32053,-6.721229,93.15204,16.437553,155.81021,-3.2330074,186.93681,ghazal
genrenew30\ghazal\gz48.mp3.1.wav,0.27706572,0.084233075,0.1048802,0.001001274,2854.971664,558119.9532,2573.330609,81853.5246,5802.949782,1319341.892,0.147569862,0.002657719,-0.000171979,0.008002039,-5.59E-06,0.001812143,129.1992188,-106.96998,929.9588,74.00195,371.4941,-3.8109233,324.77512,22.75,94.52072,-4.8354564,70.613365,14.114857,89.45693,-7.4659,81.76845,8.020541,55.100704,-8.887768,47.068417,4.2725005,42.009644,2.0354004,37.203506,12.41525,63.57487,3.0225148,70.558685,7.415834,93.10535,-8.000492,95.119125,-3.0505295,32.427822,4.9419556,53.40556,-6.0480967,91.18716,3.8370173,81.19297,-2.607188,100.11226,ghazal
genrenew30\ghazal\gz48.mp3.2.wav,0.35096565,0.078827746,0.081164554,0.000524745,2792.073544,605506.864,2580.345292,94176.32176,5804.109262,1528358.626,0.145229868,0.003103293,2.01E-05,0.003941269,-0.000221449,0.001394728,129.1992188,-121.410965,1085.9421,79.34178,471.72913,-2.8067384,331.4591,19.287617,63.95242,-7.749069,56.55923,12.297094,84.8129,-10.452067,51.773266,6.463024,65.06513,-8.792216,36.11343,2.063275,48.828594,-1.4385012,53.15149,7.972384,62.406693,-1.6784136,56.62996,9.135958,48.141575,-1.036518,68.88031,2.3679433,35.614483,7.9501576,54.277515,1.3471285,65.02777,10.112924,94.166115,-1.7940357,84.91339,ghazal
genrenew30\ghazal\gz48.mp3.3.wav,0.31100592,0.08598402,0.11587709,0.000841764,2460.638082,477201.2881,2435.829378,97479.24924,5263.377404,1454422.752,0.112361028,0.001274992,-4.97E-05,0.008569805,3.29E-05,0.001939658,129.1992188,-93.48603,763.44196,93.00715,417.54742,-6.463471,213.21617,22.018509,73.610344,-11.079117,37.248257,14.973236,71.35846,-15.269478,58.07023,5.6503754,31.075745,-10.050885,19.70231,-3.7615352,22.62697,-10.522399,27.378355,-2.5082378,43.344013,-1.281562,47.944405,9.788009,49.62085,-1.0606267,64.72399,3.0066278,48.039154,11.442177,48.953777,0.7919385,49.74232,12.169763,75.9375,-6.750158,82.06458,ghazal
genrenew30\ghazal\gz48.mp3.4.wav,0.38165194,0.08443919,0.07280086,0.000499065,2764.561095,660562.108,2661.343183,98010.92515,5957.657565,1427370.583,0.108819111,0.002068442,2.14E-05,0.003815441,0.000182938,0.000899861,129.1992188,-154.41003,1996.5037,83.83601,522.84814,13.567319,454.59604,22.413517,75.29884,-10.759612,55.432804,20.941345,96.01327,-12.892535,91.09634,14.00289,61.540028,-9.170849,47.932827,-2.2078996,34.325253,-2.4005313,31.361122,0.54413223,49.67348,0.5468127,38.81669,13.548152,40.482204,2.2288609,53.335148,1.5359805,52.092335,3.1013906,53.4518,-4.437855,71.993225,16.643587,64.73861,-3.5779953,35.54832,ghazal
genrenew30\ghazal\gz48.mp3.5.wav,0.3083915,0.09196395,0.11563407,0.001340984,2390.448631,436000.8553,2496.190681,98446.89709,5451.627291,1208079.027,0.094305889,0.001196596,-5.21E-05,0.009143006,-8.23E-05,0.00215834,129.1992188,-122.99221,2343.0823,91.39721,404.83847,8.708482,355.87698,33.828568,144.47253,-11.034087,200.4437,26.449646,73.4168,-17.984053,45.56369,1.1964196,55.002052,-12.579568,29.113304,4.9495053,38.27862,0.00761214,76.98687,3.2622566,52.732292,-1.6585296,44.05867,1.3873187,69.42279,-2.8169978,61.82762,0.66468763,45.6705,-0.42212468,63.01491,-6.5966187,76.33287,11.083922,57.952675,-5.457145,66.20659,ghazal
genrenew30\ghazal\gz48.mp3.6.wav,0.36197892,0.09166284,0.079240024,0.000554965,2663.670081,686675.1997,2682.660014,106697.677,5956.249624,1619904.79,0.102779447,0.002376983,-5.32E-06,0.004773673,-7.14E-05,0.000808071,129.1992188,-157.74922,1510.2113,84.0105,515.0737,16.687798,375.25726,28.472073,86.38584,-5.5406523,40.420155,24.1976,71.576485,-10.604161,65.80602,14.069599,55.034164,-10.738357,29.371304,-1.4321895,45.412537,-4.492251,31.986603,4.1200233,46.347607,-3.7466674,25.620594,5.637084,35.80387,-7.8917933,35.987812,-2.8668227,29.586346,5.185997,74.756584,-5.2298217,62.8261,13.702484,57.549736,-3.2987037,63.195942,ghazal
genrenew30\ghazal\gz48.mp3.7.wav,0.36917818,0.096708134,0.08482777,0.001658491,2843.188544,814966.0476,2684.392785,83435.81878,6054.142879,1262884.323,0.11714994,0.003838582,1.65E-05,0.005245238,-5.29E-05,0.001618123,129.1992188,-156.15479,3235.6504,76.56808,558.07996,17.779333,488.07413,27.765583,101.079216,-7.1569138,141.08311,28.480806,87.81605,-13.22161,79.994774,8.929017,85.06199,-7.505754,42.337257,0.8904191,38.99562,0.2532868,73.94321,2.3921006,62.88561,-4.07896,34.733288,5.388257,66.73938,-2.4529634,57.902153,-1.0255951,40.96923,-0.738599,79.83822,-6.537243,62.735733,15.91192,75.02564,-4.46396,51.04679,ghazal
genrenew30\ghazal\gz48.mp3.8.wav,0.30492848,0.09371245,0.10962913,0.001308137,2486.142312,393738.216,2536.936629,81985.6582,5578.50755,991083.889,0.103233924,0.001190361,-4.99E-05,0.007084813,7.64E-05,0.003338233,129.1992188,-117.09779,2203.505,90.16312,399.10782,8.718841,272.63474,24.435911,139.95499,-16.989607,168.31557,21.345219,102.17835,-16.53161,76.431694,2.212226,72.816315,-8.441436,44.803257,5.3004227,26.516914,-1.5550566,87.770454,2.992372,69.33071,-1.1427373,35.294933,0.98322713,46.957558,-2.9220634,59.44997,2.267709,32.470158,-2.1380205,55.146732,-3.8090641,49.01374,12.845399,22.740648,-8.009629,62.463154,ghazal
genrenew30\ghazal\gz48.mp3.9.wav,0.29124612,0.101424016,0.09434614,0.001365241,2157.672407,236744.4255,2230.195196,42215.66556,4755.69073,570017.2402,0.092352764,0.00134947,-1.06E-05,0.005748577,-3.23E-05,0.002243783,129.1992188,-146.13928,2193.934,96.800705,340.0418,-11.613695,140.92628,22.379677,119.47979,-31.71996,182.06166,11.663533,96.20111,-23.761032,91.82278,-14.079913,116.6708,-14.059405,35.155567,-5.2270274,62.307926,-11.301111,76.75811,-0.37852448,33.26466,-8.81509,62.7469,-5.7806387,54.65654,-5.392676,68.8795,3.1539695,39.5285,-13.971777,85.453606,0.11007368,46.29194,0.34154114,34.189445,-4.4966955,119.76722,ghazal
genrenew30\ghazal\gz49.mp3.0.wav,0.30971718,0.0922867,0.08436149,0.000826637,2771.592019,391044.3348,2484.586002,77116.19069,5670.686223,1092403.881,0.151847957,0.002429493,-4.71E-05,0.004861633,-0.000120165,0.00144365,129.1992188,-150.61226,1833.7301,76.99468,423.5272,-5.8425965,317.4219,25.318058,140.1682,-8.457957,60.00987,23.039581,82.22439,-5.158746,37.271652,15.781444,207.73022,3.5439794,177.9907,3.4277177,81.12964,3.936395,189.68642,-0.628537,385.25143,1.0698165,88.72196,9.05019,127.507164,-8.503239,144.75868,-4.343304,76.7508,9.6741495,100.97656,-8.065581,95.182785,8.931239,101.963585,-20.910055,167.82968,ghazal
genrenew30\ghazal\gz49.mp3.1.wav,0.29678422,0.08730688,0.080971055,0.000483687,2850.560362,526576.9544,2544.994674,72646.1417,5803.943622,1116945.586,0.147979267,0.003359852,3.95E-05,0.004763865,-1.89E-05,0.001200059,129.1992188,-152.1498,1688.4844,76.561,483.09454,0.1327118,335.0884,30.509823,129.18793,-11.044637,81.61341,23.206038,57.862694,-6.8879547,45.4824,10.606317,76.4236,-10.482649,99.25247,1.988967,82.1598,9.031659,61.655037,4.1299877,116.56483,1.9516412,153.33354,10.891983,132.86798,-6.0516906,113.41237,-2.3996127,62.835518,3.2873359,85.54835,-12.976876,115.53962,17.614162,112.94427,-11.203402,212.81197,ghazal
